Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Unwrapped Phase,S12_Magnitude,S12_Magnitude (linear),S12_Phase,S12_Unwrapped Phase,S21_Magnitude,S21_Magnitude (linear),S21_Phase,S21_Unwrapped Phase,S22_Magnitude,S22_Magnitude (linear),S22_Phase,S22_Unwrapped Phase,
1000000,-19.8695709,0.1015129515,112.644984,112.644984,-0.2044975209,0.9767313422,0.2686430988,0.2686430988,-0.1392305912,0.9840982748,0.9971523017,0.9971523017,-20.46849976,0.09474908221,110.4795052,110.4795052,
1487781,-20.814427,0.09104972744,118.0435378,118.0435378,-0.1669307937,0.9809648824,0.05005393691,0.05005393691,-0.1126886504,0.9871100361,0.7461998569,0.7461998569,-21.47589578,0.08437333413,117.3422015,117.3422015,
1975562,-21.59273815,0.08324594594,124.5784806,124.5784806,-0.1478553366,0.983121589,-0.02351919727,-0.02351919727,-0.1018251101,0.9883453982,0.6142059272,0.6142059272,-22.32243228,0.07653822497,125.037913,125.037913,
2463343,-22.32329003,0.076530667,131.079717,131.079717,-0.135971611,0.9844675816,-0.0133520387,-0.0133520387,-0.09845516162,0.9887289305,0.5685165797,0.5685165797,-22.994856,0.07083651718,132.686323,132.686323,
2951124,-23.07294374,0.07020253798,137.1025951,137.1025951,-0.1281027768,0.9853598474,0.002851336913,0.002851336913,-0.1003889495,0.9885088288,0.5804528432,0.5804528432,-23.68465617,0.06542853431,139.4107046,139.4107046,
3438905,-23.85155949,0.06418329749,142.5193936,142.5193936,-0.1307713993,0.9850571554,0.07460981226,0.07460981226,-0.1010833936,0.9884297998,0.6302400572,0.6302400572,-24.42749603,0.06006551409,145.787707,145.787707,
3926686,-24.83164574,0.05733472224,147.4817147,147.4817147,-0.1278778175,0.985385368,0.1543075859,0.1543075859,-0.1039806265,0.9881001578,0.6920951974,0.6920951974,-25.31324669,0.05424224616,151.3063972,151.3063972,
4414467,-25.95800712,0.05036161447,151.6401043,151.6401043,-0.1299347682,0.9851520414,0.2355365605,0.2355365605,-0.1061479344,0.9878536373,0.7451510788,0.7451510788,-26.37538441,0.04799884416,156.5490314,156.5490314,
4902248,-27.31994313,0.04305294294,155.2252788,155.2252788,-0.1322357545,0.9848910985,0.2928839152,0.2928839152,-0.1105291986,0.9873554781,0.7804483346,0.7804483346,-27.69081491,0.04125335313,161.2676213,161.2676213,
5390029,-28.98718368,0.03553373145,157.5139329,157.5139329,-0.1318110568,0.984939256,0.3674808379,0.3674808379,-0.1132256044,0.9870490157,0.8235047191,0.8235047191,-29.33174357,0.03415173892,165.039107,165.039107,
5877810,-31.0562634,0.0280018568,157.883902,157.883902,-0.1346508156,0.9846172933,0.3805994067,0.3805994067,-0.116197798,0.9867113187,0.8260658928,0.8260658928,-31.41521162,0.02686825236,167.6938387,167.6938387,
6365591,-33.77434999,0.02047776245,154.5673658,154.5673658,-0.133729093,0.9847217837,0.4030640677,0.4030640677,-0.1192194158,0.9863681247,0.8244158719,0.8244158719,-34.18487645,0.01953242555,168.5848241,168.5848241,
6853372,-37.1474363,0.01388763153,141.4942834,141.4942834,-0.1321171741,0.9849045444,0.437594802,0.437594802,-0.1188828754,0.9864063429,0.8492154931,0.8492154931,-38.32585558,0.01212571121,162.48983,162.48983,
7341153,-38.56017029,0.01180297495,127.163975,127.163975,-0.1305561929,0.985081562,0.4675249112,0.4675249112,-0.1207347838,0.9861960547,0.8686648181,0.8686648181,-40.85837286,0.009059022886,151.4603018,151.4603018,
7828934,-38.29190199,0.01217320401,124.945444,124.945444,-0.1310773413,0.9850224594,0.4639936559,0.4639936559,-0.121953897,0.9860576463,0.8806862386,0.8806862386,-40.59967749,0.009332889535,148.5571426,148.5571426,
8316715,-38.13223741,0.01239904196,123.194106,123.194106,-0.1329237769,0.9848130869,0.4640882732,0.4640882732,-0.1223208947,0.9860159841,0.8828370805,0.8828370805,-40.44528643,0.009500264096,145.9082692,145.9082692,
8804496,-38.00696669,0.01257916071,121.8023111,121.8023111,-0.1328436583,0.9848221708,0.4562991284,0.4562991284,-0.1222291335,0.9860264008,0.8855513889,0.8855513889,-40.33696272,0.00961948593,142.8783292,142.8783292,
9292277,-37.92086591,0.01270447446,119.7495697,119.7495697,-0.1321542533,0.9849003399,0.4631468442,0.4631468442,-0.1236248523,0.9858679709,0.9008883447,0.9008883447,-40.27437041,0.009689056296,140.6578825,140.6578825,
9780058,-37.78712788,0.01290160098,117.9426586,117.9426586,-0.132867206,0.9848195009,0.5181244443,0.5181244443,-0.1249524271,0.9857172997,0.938580493,0.938580493,-40.24121241,0.009726114538,138.5778353,138.5778353,
10267839,-37.679581,0.01306233899,116.667559,116.667559,-0.1320356473,0.9849137888,0.5211780235,0.5211780235,-0.1252958409,0.9856783282,0.9629051281,0.9629051281,-40.18247215,0.009792112453,136.1630606,136.1630606,
10755620,-37.56187558,0.01324055596,115.1390652,115.1390652,-0.1325552648,0.9848548699,0.5169047221,0.5169047221,-0.1259120321,0.985608405,0.9651225073,0.9651225073,-40.08908393,0.009897962488,134.2477087,134.2477087,
11243401,-37.54345269,0.01326866916,113.6607511,113.6607511,-0.1316045858,0.9849626691,0.5217296711,0.5217296711,-0.1253341348,0.9856739826,0.9672613231,0.9672613231,-39.99636167,0.01000418965,132.4527056,132.4527056,
11731182,-37.5018997,0.01333229809,112.3910869,112.3910869,-0.130526943,0.9850848793,0.5084163089,0.5084163089,-0.1259454628,0.9856046116,0.9460543957,0.9460543957,-39.93400421,0.01007626985,130.9345002,130.9345002,
12218963,-37.42450351,0.01345162725,111.1515399,111.1515399,-0.131741101,0.9849471887,0.524345682,0.524345682,-0.12660553,0.9855297153,0.9426439237,0.9426439237,-39.8980925,0.0101180163,128.9784205,128.9784205,
12706744,-37.37142723,0.01353407685,109.6373885,109.6373885,-0.1318501849,0.9849348191,0.5239594747,0.5239594747,-0.1271714376,0.9854655077,0.9764391039,0.9764391039,-39.88372866,0.0101347623,127.5528409,127.5528409,
13194525,-37.3337798,0.01359286521,108.5943301,108.5943301,-0.1303236519,0.9851079352,0.5279228143,0.5279228143,-0.127211039,0.9854610147,0.9873235309,0.9873235309,-39.97628188,0.01002734381,125.537136,125.537136,
13682306,-37.32376913,0.01360854029,107.2620511,107.2620511,-0.131239766,0.9850040399,0.5274340055,0.5274340055,-0.1278227688,0.9853916131,0.9780017348,0.9780017348,-40.02189508,0.009974824097,124.3326945,124.3326945,
14170087,-37.35385431,0.01356148613,105.9093465,105.9093465,-0.1313657113,0.9849897574,0.5184060886,0.5184060886,-0.1281555713,0.9853538582,0.9745804507,0.9745804507,-40.02401884,0.009972385484,122.8932762,122.8932762,
14657869,-37.3468245,0.01357246639,104.417155,104.417155,-0.1322182367,0.9848930848,0.5178954965,0.5178954965,-0.1266724477,0.9855221227,0.9827534007,0.9827534007,-40.03068422,0.009964735808,121.2082123,121.2082123,
15145650,-37.34730134,0.01357172131,102.8503993,102.8503993,-0.1309126856,0.9850411324,0.5235409127,0.5235409127,-0.1280395347,0.9853670218,0.9704664703,0.9704664703,-40.13366404,0.009847291586,119.3261309,119.3261309,
15633431,-37.383958,0.01351456589,101.8483436,101.8483436,-0.1318397812,0.9849359988,0.5146149946,0.5146149946,-0.1264922769,0.9855425655,0.9735073355,0.9735073355,-40.27831167,0.009684660851,118.0478582,118.0478582,
16121212,-37.41332727,0.01346894676,100.5021145,100.5021145,-0.1306835099,0.9850671229,0.509769176,0.509769176,-0.1265590092,0.9855349937,0.9760621165,0.9760621165,-40.3841782,0.009567337397,116.5621358,116.5621358,
16608993,-37.44358687,0.01342210576,99.08264418,99.08264418,-0.1305079859,0.9850870293,0.4923744876,0.4923744876,-0.1262623269,0.9855686571,0.9583305699,0.9583305699,-40.40447044,0.009545011988,114.886363,114.886363,
17096774,-37.44097389,0.01342614414,97.95322765,97.95322765,-0.1301841993,0.9851237513,0.4899517922,0.4899517922,-0.1265082919,0.9855407483,0.9314006506,0.9314006506,-40.53172679,0.009406188122,113.1422288,113.1422288,
17584555,-37.50940893,0.01332077686,96.13912708,96.13912708,-0.1299529987,0.9851499737,0.4974316399,0.4974316399,-0.1265144734,0.985540047,0.9306882158,0.9306882158,-40.56894206,0.009365972909,111.8580018,111.8580018,
18072336,-37.57703929,0.01321746094,94.42421864,94.42421864,-0.1300072864,0.9851438164,0.4957649821,0.4957649821,-0.1264647869,0.9855456846,0.913543418,0.913543418,-40.63669726,0.009293196857,110.0120367,110.0120367,
18560117,-37.62026355,0.01315184926,93.41272159,93.41272159,-0.1291362826,0.9852426096,0.4765060265,0.4765060265,-0.1261401402,0.9855825214,0.9058465688,0.9058465688,-40.71135558,0.009213660831,108.2955238,108.2955238,
19047898,-37.65456505,0.01310001363,92.21493433,92.21493433,-0.1293700931,0.9852160888,0.4777249648,0.4777249648,-0.1252514567,0.9856833649,0.8891443073,0.8891443073,-40.79700532,0.009123253319,107.0354127,107.0354127,
19535679,-37.70861802,0.01301874436,91.17676725,91.17676725,-0.1285566362,0.9853083612,0.4628803078,0.4628803078,-0.124865542,0.9857271599,0.882881823,0.882881823,-40.84608552,0.009071847141,106.2524808,106.2524808,
20023460,-37.76746796,0.01293083595,89.7725768,89.7725768,-0.1286977537,0.9852923533,0.4564142512,0.4564142512,-0.1247706446,0.9857379295,0.8842232977,0.8842232977,-40.91098995,0.009004311324,104.86364,104.86364,
20511241,-37.77384515,0.0129213456,88.23173379,88.23173379,-0.1276626119,0.9854097826,0.4479254494,0.4479254494,-0.1255405699,0.9856505566,0.8717269391,0.8717269391,-40.90444794,0.009011095724,103.2425531,103.2425531,
20999022,-37.77144619,0.01292491484,86.96623005,86.96623005,-0.1277690733,0.9853977047,0.4248929163,0.4248929163,-0.1253895865,0.9856676899,0.8742683137,0.8742683137,-40.93226996,0.008982278206,101.4343721,101.4343721,
21486803,-37.85339427,0.0128035466,85.77004516,85.77004516,-0.1275926858,0.9854177157,0.4085087469,0.4085087469,-0.1254913142,0.985656146,0.8450043898,0.8450043898,-41.08003482,0.008830763601,100.5478116,100.5478116,
21974584,-37.91424899,0.01271415643,84.84324139,84.84324139,-0.1264146961,0.9855513682,0.4034306246,0.4034306246,-0.1263253599,0.9855615049,0.8238566272,0.8238566272,-41.23478975,0.00867482081,98.86027459,98.86027459,
22462365,-37.9764242,0.0126234711,83.6298699,83.6298699,-0.1276265376,0.9854138752,0.3945649491,0.3945649491,-0.1266770303,0.9855216027,0.8174406923,0.8174406923,-41.25557417,0.008654087687,97.21632296,97.21632296,
22950146,-38.08613955,0.01246502122,82.16299922,82.16299922,-0.1272471436,0.9854569184,0.382305248,0.382305248,-0.1268521165,0.9855017372,0.8101815514,0.8101815514,-41.21664254,0.008692963837,96.10365387,96.10365387,
23437927,-38.16763519,0.01234861471,80.84592047,80.84592047,-0.1277839485,0.9853960171,0.3770468829,0.3770468829,-0.1279419932,0.9853780875,0.8082970612,0.8082970612,-41.3003524,0.008609588209,94.68692267,94.68692267,
23925708,-38.29780623,0.01216493209,79.87455357,79.87455357,-0.1285433918,0.9853098637,0.3654645115,0.3654645115,-0.1264604792,0.9855461734,0.7721156952,0.7721156952,-41.3637766,0.008546950133,93.69433365,93.69433365,
24413489,-38.37628122,0.01205551975,78.33925447,78.33925447,-0.1274642831,0.9854322832,0.3669976546,0.3669976546,-0.1278489224,0.985388646,0.7480921827,0.7480921827,-41.4183387,0.008493429086,92.10021231,92.10021231,
24901270,-38.47038736,0.0119256108,77.15530999,77.15530999,-0.128894587,0.9852700256,0.3554779274,0.3554779274,-0.1281516347,0.9853543048,0.729682568,0.729682568,-41.47080636,0.008442278637,90.02276727,90.02276727,
25389051,-37.47488464,0.01337382907,77.43076502,77.43076502,-0.1350214702,0.9845752774,0.2037728721,0.2037728721,-0.1332001983,0.9847817465,0.6954621432,0.6954621432,-39.56640284,0.01051186701,90.00906112,90.00906112,
25876832,-37.54743652,0.0132625848,76.18518013,76.18518013,-0.1357977154,0.9844872913,0.192247613,0.192247613,-0.1330523473,0.9847985095,0.6822498476,0.6822498476,-39.6370249,0.01042674507,89.21529426,89.21529426,
26364613,-37.67537118,0.01306867148,74.89957629,74.89957629,-0.1349955285,0.984578218,0.1856685499,0.1856685499,-0.132272205,0.9848869654,0.68004853,0.68004853,-39.77304957,0.01026472979,88.20690936,88.20690936,
26852394,-37.78584231,0.01290351065,73.60877324,73.60877324,-0.1338896858,0.9847035774,0.1955004106,0.1955004106,-0.1313665658,0.9849896605,0.6910075232,0.6910075232,-39.91244319,0.01010131328,87.10033784,87.10033784,
27340175,-37.87317847,0.01277441664,72.18936835,72.18936835,-0.1346515101,0.9846172146,0.19673971,0.19673971,-0.1315899283,0.9849643313,0.6871467002,0.6871467002,-40.14376236,0.009835849664,85.16358124,85.16358124,
27827956,-38.00332951,0.01258442928,70.65133078,70.65133078,-0.1338752815,0.9847052104,0.207542867,0.207542867,-0.13092922,0.9850392573,0.6717379272,0.6717379272,-40.36507346,0.009588404055,84.14798627,84.14798627,
28315738,-38.110106,0.01243067465,69.37641111,69.37641111,-0.1319909648,0.9849188555,0.2050868007,0.2050868007,-0.1307967914,0.9850542757,0.6811427683,0.6811427683,-40.64701874,0.009282160272,82.41395731,82.41395731,
28803519,-38.27227466,0.01220074266,68.05633618,68.05633618,-0.1310327293,0.9850275187,0.2075099699,0.2075099699,-0.1317677341,0.9849441686,0.6698743916,0.6698743916,-40.84999071,0.009067769345,81.4440766,81.4440766,
29291300,-38.42913963,0.01198237808,66.6761285,66.6761285,-0.1297107276,0.9851774523,0.1973316,0.1973316,-0.1299351649,0.9851519964,0.6576263278,0.6576263278,-41.17614909,0.008733584882,79.70835254,79.70835254,
29779081,-38.59242773,0.01175922265,65.03239652,65.03239652,-0.1295487562,0.9851958237,0.2019153051,0.2019153051,-0.1295557833,0.9851950267,0.6499162098,0.6499162098,-41.46806318,0.0084449453,78.49046209,78.49046209,
30266862,-38.75528453,0.01154079624,63.48912765,63.48912765,-0.1288997474,0.9852694402,0.2075206272,0.2075206272,-0.1280322803,0.9853678448,0.6454531903,0.6454531903,-41.79954381,0.008128732074,76.54743203,76.54743203,
30754643,-38.85350766,0.01141102395,61.94999958,61.94999958,-0.1283928375,0.9853269424,0.2007319033,0.2007319033,-0.130064942,0.9851372772,0.635728745,0.635728745,-41.90345438,0.008032066236,74.73618208,74.73618208,
31242424,-38.89231855,0.01136015017,60.82046954,60.82046954,-0.1290882472,0.9852480583,0.1971199488,0.1971199488,-0.1302786665,0.9851130372,0.6348589202,0.6348589202,-41.93108208,0.008006558773,73.56448,73.56448,
31730205,-38.98510953,0.01123943612,59.06047179,59.06047179,-0.1281999017,0.9853488292,0.1883549241,0.1883549241,-0.1301428675,0.9851284391,0.6371949954,0.6371949954,-42.10485931,0.007847964585,71.93524713,71.93524713,
32217986,-39.00817298,0.01120963189,57.85172065,57.85172065,-0.1284534555,0.9853200659,0.1898303212,0.1898303212,-0.1303755064,0.9851020542,0.6335936642,0.6335936642,-42.26562653,0.007704042559,70.55504067,70.55504067,
32705767,-39.00007489,0.0112200878,57.28918147,57.28918147,-0.128949094,0.9852638427,0.1563238479,0.1563238479,-0.1307476225,0.9850598519,0.6103978064,0.6103978064,-42.26598724,0.007703722637,69.9482129,69.9482129,
33193548,-38.9817567,0.01124377549,55.91126606,55.91126606,-0.1297562116,0.9851722934,0.1295526641,0.1295526641,-0.1322730842,0.9848868657,0.5946472996,0.5946472996,-42.31744491,0.007658218524,68.19323838,68.19323838,
33681329,-39.02889135,0.01118292552,54.53576607,54.53576607,-0.1294934827,0.9852020931,0.1250493878,0.1250493878,-0.1327937115,0.9848278339,0.5752641015,0.5752641015,-42.33553862,0.007642282175,67.33916816,67.33916816,
34169110,-39.05889995,0.01114435666,53.86390024,53.86390024,-0.1306525837,0.9850706302,0.1003488591,0.1003488591,-0.133531537,0.9847441809,0.5642753117,0.5642753117,-42.32144188,0.007654695264,66.26796303,66.26796303,
34656891,-39.08583638,0.01110984964,52.39804479,52.39804479,-0.1315651363,0.9849671426,0.09043710855,0.09043710855,-0.1352995558,0.984543756,0.5486683286,0.5486683286,-42.19552007,0.00776647586,64.67723132,64.67723132,
35144672,-39.10536677,0.01108489698,51.58130776,51.58130776,-0.1324721928,0.9848642892,0.0682787796,0.0682787796,-0.1370165136,0.9843491584,0.5424923845,0.5424923845,-42.08117761,0.00786939091,63.50710716,63.50710716,
35632453,-39.17591794,0.01099522454,50.37136921,50.37136921,-0.1338518487,0.9847078669,0.05589594407,0.05589594407,-0.1375884338,0.9842843463,0.5358303629,0.5358303629,-42.06400941,0.007884960632,62.52614957,62.52614957,
36120234,-39.286241,0.01085645283,49.50009129,49.50009129,-0.1336915557,0.9847260393,0.03929300416,0.03929300416,-0.1379977917,0.984237959,0.5162862003,0.5162862003,-42.05224574,0.007895646812,61.28193206,61.28193206,
36608015,-39.33123573,0.01080035955,48.44157763,48.44157763,-0.1355653787,0.9845136255,0.02156053345,0.02156053345,-0.139892912,0.9840232377,0.4854972687,0.4854972687,-41.98013308,0.007961471526,59.60791751,59.60791751,
37095796,-39.46896235,0.01063045571,46.9144287,46.9144287,-0.1358828091,0.9844776466,0.01161427645,0.01161427645,-0.1399922362,0.9840119853,0.476863051,0.476863051,-42.01728959,0.007927486669,58.2065709,58.2065709,
37583577,-39.49984625,0.01059272475,45.61506471,45.61506471,-0.1358846785,0.9844774347,0.0248478795,0.0248478795,-0.1421500279,0.9837675625,0.4819758827,0.4819758827,-42.14028575,0.00781602091,56.6530263,56.6530263,
38071358,-39.59632817,0.01047571299,44.11972421,44.11972421,-0.1367968239,0.9843740556,0.01348899129,0.01348899129,-0.1422626037,0.9837548122,0.4815455408,0.4815455408,-42.2260797,0.007739199018,55.67952168,55.67952168,
38559139,-39.72735764,0.01031886944,42.84549921,42.84549921,-0.1372514047,0.9843225392,-0.004276461235,-0.004276461235,-0.1427201519,0.9837029922,0.471688641,0.471688641,-42.31306075,0.007662084948,54.42347647,54.42347647,
39046920,-39.85376179,0.01016978825,41.56423173,41.56423173,-0.1392988325,0.9840905432,-0.02359618083,-0.02359618083,-0.1432025487,0.9836483608,0.4688052805,0.4688052805,-42.3915784,0.00759313428,53.05340119,53.05340119,
39534701,-40.00595601,0.00999314524,40.1350324,40.1350324,-0.139701221,0.9840449546,-0.03464628117,-0.03464628117,-0.1436717856,0.9835952227,0.4611219317,0.4611219317,-42.53058356,0.007472584279,51.16023056,51.16023056,
40022482,-40.10386469,0.009881133466,38.91518435,38.91518435,-0.1387866842,0.98414857,-0.04700371519,-0.04700371519,-0.1443830584,0.9835146811,0.4521248898,0.4521248898,-42.70002103,0.007328227588,50.25430345,50.25430345,
40510263,-40.26228843,0.009702543056,37.65226944,37.65226944,-0.1392084169,0.9841007871,-0.05417344858,-0.05417344858,-0.1440747971,0.9835495865,0.4411721967,0.4411721967,-42.84723582,0.007205070077,48.71693594,48.71693594,
40998044,-40.44584041,0.0094996582,36.34336848,36.34336848,-0.1379263784,0.9842460512,-0.05482386506,-0.05482386506,-0.1437491892,0.9835864575,0.4324913505,0.4324913505,-43.08800581,0.007008090625,47.27830792,47.27830792,
41485826,-40.5407271,0.009396446489,35.38709987,35.38709987,-0.1372679056,0.9843206692,-0.07893292643,-0.07893292643,-0.1438037532,0.9835802787,0.4178573772,0.4178573772,-43.29482627,0.006843191387,45.99900101,45.99900101,
41973607,-40.66132833,0.009266880946,34.80437493,34.80437493,-0.1386741037,0.984161326,-0.101192211,-0.101192211,-0.145150025,0.9834278403,0.3770175322,0.3770175322,-43.41498147,0.006749178685,44.63870744,44.63870744,
42461388,-40.78598365,0.009134837323,33.9267284,33.9267284,-0.1394732215,0.9840707855,-0.1241413934,-0.1241413934,-0.1459546163,0.9833367476,0.3580607518,0.3580607518,-43.59621257,0.006609816019,42.53818478,42.53818478,
42949169,-40.92326499,0.00899159528,32.67562863,32.67562863,-0.1405075858,0.9839536038,-0.1396659826,-0.1396659826,-0.1476881656,0.9831405106,0.3445792212,0.3445792212,-43.67114558,0.006553038526,41.29356383,41.29356383,
43436950,-41.11401876,0.008796280343,30.98182991,30.98182991,-0.1407015509,0.9839316313,-0.1271849675,-0.1271849675,-0.1475825321,0.9831524672,0.359989599,0.359989599,-43.93445349,0.006357367621,38.98563685,38.98563685,
43924731,-41.23800025,0.008671614993,29.77441013,29.77441013,-0.1416742562,0.9838214501,-0.1347950972,-0.1347950972,-0.1477023456,0.9831389056,0.3565130282,0.3565130282,-44.08528861,0.006247921573,37.25877303,37.25877303,
44412512,-41.43391199,0.008478214507,28.33215236,28.33215236,-0.14135763,0.983857314,-0.1320479386,-0.1320479386,-0.1456098355,0.9833757813,0.3812330456,0.3812330456,-44.34275021,0.006065442496,34.8053824,34.8053824,
44900293,-41.73227596,0.008191929422,26.64701506,26.64701506,-0.1391308143,0.9841095794,-0.1019079287,-0.1019079287,-0.145428065,0.9833963607,0.3820043549,0.3820043549,-44.64798473,0.005855995895,32.63883124,32.63883124,
45388074,-41.96129026,0.00797876157,25.28642833,25.28642833,-0.1381676422,0.9842187127,-0.08849231019,-0.08849231019,-0.1442092588,0.9835343608,0.4085832413,0.4085832413,-44.92340272,0.00567322312,29.77063188,29.77063188,
45875855,-42.24621667,0.007721277596,23.54140793,23.54140793,-0.1371450023,0.9843345972,-0.07814032065,-0.07814032065,-0.144487872,0.983502813,0.4117026493,0.4117026493,-45.28892892,0.005439432028,27.26612086,27.26612086,
46363636,-42.44345645,0.007547918071,22.06369712,22.06369712,-0.137568588,0.9842865953,-0.08072335433,-0.08072335433,-0.1438971423,0.9835697035,0.4299349653,0.4299349653,-45.58345738,0.005258079295,24.52539203,24.52539203,
46851417,-42.67851299,0.007346396267,20.342858,20.342858,-0.1374591399,0.984298998,-0.07305895396,-0.07305895396,-0.1448882102,0.9834574837,0.4128142661,0.4128142661,-45.83178561,0.005109880213,21.73072096,21.73072096,
47339198,-42.87352866,0.007183292761,19.7140448,19.7140448,-0.1387564643,0.9841519941,-0.08286554459,-0.08286554459,-0.1462218988,0.9833064888,0.4055162491,0.4055162491,-46.09714919,0.004956128301,18.33356604,18.33356604,
47826979,-43.0247338,0.007059327172,18.09640354,18.09640354,-0.1409136346,0.9839076069,-0.09925143774,-0.09925143774,-0.1482321324,0.9830789419,0.3839494366,0.3839494366,-46.26727248,0.004860001195,16.02777115,16.02777115,
48314760,-43.19608154,0.006921431465,17.63082996,17.63082996,-0.1417717031,0.9838104127,-0.130075844,-0.130075844,-0.1486761756,0.9830286859,0.3634441256,0.3634441256,-46.54875385,0.004705029032,13.63931803,13.63931803,
48802541,-43.45645997,0.006717025572,16.11422415,16.11422415,-0.1408630464,0.9839133374,-0.1412568096,-0.1412568096,-0.1487559224,0.9830196606,0.3410483798,0.3410483798,-46.79898407,0.004571416555,10.19370804,10.19370804,
49290322,-43.68015722,0.00654624325,14.84128308,14.84128308,-0.1411431039,0.9838816138,-0.1520201758,-0.1520201758,-0.1481737624,0.9830855483,0.3281781201,0.3281781201,-47.00844166,0.004462496792,7.534439404,7.534439404,
49778103,-43.9163046,0.006370665023,13.45766452,13.45766452,-0.1402213262,0.9839860324,-0.1619396832,-0.1619396832,-0.1470224379,0.9832158661,0.3007164845,0.3007164845,-47.1349343,0.004397980354,5.532402626,5.532402626,
50265884,-44.25823832,0.006124746018,11.34817915,11.34817915,-0.1392489195,0.9840961982,-0.1569972902,-0.1569972902,-0.1476865316,0.9831406956,0.3041103863,0.3041103863,-47.32431549,0.004303127609,2.278561113,2.278561113,
50753665,-44.62804048,0.005869457683,9.501488603,9.501488603,-0.1398651985,0.9840263773,-0.1611187877,-0.1611187877,-0.1465232205,0.9832723776,0.3040605268,0.3040605268,-47.58553566,0.004175641612,-2.251919062,-2.251919062,
51241446,-44.9459541,0.005658512697,8.426875361,8.426875361,-0.1383136056,0.9842021733,-0.1812964665,-0.1812964665,-0.1475545396,0.9831556356,0.3108704605,0.3108704605,-47.82604453,0.004061605829,-4.914508508,-4.914508508,
51729227,-45.26347349,0.005455396562,6.353197678,6.353197678,-0.1399565904,0.9840160236,-0.1673876159,-0.1673876159,-0.1465059071,0.9832743375,0.3071866044,0.3071866044,-47.95669172,0.004000971099,-10.06283262,-10.06283262,
52217008,-45.61240666,0.005240583764,5.05703606,5.05703606,-0.1399811752,0.9840132384,-0.1774373434,-0.1774373434,-0.1458379299,0.9833499579,0.3031766493,0.3031766493,-48.07120574,0.003948568831,-13.80083978,-13.80083978,
52704789,-45.90568489,0.005066589927,2.745997791,2.745997791,-0.1412971611,0.9838641633,-0.1914265494,-0.1914265494,-0.146608131,0.9832627654,0.2873990943,0.2873990943,-48.01858856,0.003972560977,-16.29518048,-16.29518048,
53192570,-46.21254835,0.004890717553,1.064427733,1.064427733,-0.1409064195,0.9839084242,-0.1858192747,-0.1858192747,-0.1468573634,0.9832345522,0.2833297996,0.2833297996,-48.24494328,0.00387037313,-20.03223353,-20.03223353,
53680351,-46.61183807,0.004670980956,-2.122751368,-2.122751368,-0.140331306,0.9839735733,-0.1751918526,-0.1751918526,-0.1465670737,0.9832674132,0.2901378343,0.2901378343,-48.31275075,0.003840276214,-25.21832002,-25.21832002,
54168132,-47.01310013,0.004460104079,-3.358531159,-3.358531159,-0.1407636596,0.9839245957,-0.1793898059,-0.1793898059,-0.1478726578,0.9831196285,0.2869738863,0.2869738863,-48.36465151,0.003817397848,-29.5362363,-29.5362363,
54655913,-47.4206445,0.004255668347,-6.4008825,-6.4008825,-0.1402637608,0.9839812252,-0.1838698553,-0.1838698553,-0.1481879721,0.98308394,0.2794480179,0.2794480179,-48.37073758,0.003814723995,-32.33791293,-32.33791293,
55143695,-47.78860444,0.004079150963,-8.917630397,-8.917630397,-0.1412587352,0.9838685159,-0.1934941423,-0.1934941423,-0.1482912954,0.9830722458,0.2673492604,0.2673492604,-48.46255784,0.00377461019,-35.08171285,-35.08171285,
55631476,-48.23015249,0.003876969421,-9.78597454,-9.78597454,-0.1409576729,0.9839026185,-0.2164810306,-0.2164810306,-0.1481025447,0.9830936089,0.2451286361,0.2451286361,-48.53182742,0.003744627556,-38.75552486,-38.75552486,
56119257,-48.67491635,0.00368344494,-14.10324388,-14.10324388,-0.1425502561,0.9837222336,-0.2154863591,-0.2154863591,-0.1478767274,0.9831191679,0.2337285747,0.2337285747,-48.46016357,0.003775650806,-42.24102585,-42.24102585,
56607038,-49.21408154,0.003461751771,-16.04139741,-16.04139741,-0.1420747268,0.9837760912,-0.246886736,-0.246886736,-0.1490972622,0.9829810304,0.2436224249,0.2436224249,-48.32526147,0.003834748855,-46.03384608,-46.03384608,
57094819,-49.61099392,0.003307122668,-19.2432075,-19.2432075,-0.1426309106,0.9837130991,-0.2526275523,-0.2526275523,-0.1488444237,0.9830096445,0.2306359413,0.2306359413,-48.0715945,0.003948392106,-49.48978311,-49.48978311,
57582600,-50.06796527,0.003137630056,-22.64479392,-22.64479392,-0.143252034,0.9836427568,-0.2735150415,-0.2735150415,-0.1493148777,0.9829564032,0.2153998449,0.2153998449,-48.12784387,0.003922905137,-52.4012501,-52.4012501,
58070381,-50.55828174,0.002965417956,-26.05804433,-26.05804433,-0.1424125932,0.9837378247,-0.2821533587,-0.2821533587,-0.1495938784,0.98292483,0.2122860556,0.2122860556,-47.95839963,0.004000184462,-55.62327786,-55.62327786,
58558162,-50.95743106,0.002832229531,-32.39980564,-32.39980564,-0.1441380125,0.9835424283,-0.2792059812,-0.2792059812,-0.1489152686,0.9830016268,0.2106814234,0.2106814234,-47.72018933,0.00411140759,-59.60845788,-59.60845788,
59045943,-51.46800479,0.002670544138,-36.27944268,-36.27944268,-0.1439850224,0.9835597522,-0.2733475337,-0.2733475337,-0.1481457735,0.9830887162,0.2125645881,0.2125645881,-47.58626254,0.004175292191,-63.18775728,-63.18775728,
