Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Unwrapped Phase,S12_Magnitude,S12_Magnitude (linear),S12_Unwrapped Phase,S21_Magnitude,S21_Magnitude (linear),S21_Unwrapped Phase,S22_Magnitude,S22_Magnitude (linear),S22_Unwrapped Phase,
288095200,-35.46379793,0.01685815736,-224.318626,-44.31808339,0.00608269206,2689.005007,-44.34389203,0.006064645202,2690.717931,-37.49790748,0.0133384273,-221.9854373,
300095000,-34.54372411,0.01874190769,-238.6212514,-45.02384233,0.00560799843,2807.807766,-45.03053063,0.005603681828,2809.416668,-37.23818379,0.01374329316,-242.5106495,
312094800,-36.65442252,0.01469869823,-227.3402967,-46.10991429,0.004948849944,2924.753357,-46.14514152,0.004928819614,2926.323157,-35.89770642,0.01603668796,-228.2993444,
324094600,-38.10806018,0.01243360285,-236.1744662,-47.73095467,0.004106315049,3045.024689,-47.79292522,0.004077122299,3046.694934,-33.41724711,0.02133721063,-218.2664176,
336094400,-33.7673424,0.02049429012,-234.9217622,-48.99553466,0.003549958427,3166.856462,-49.05539852,0.003525575941,3168.578045,-35.65602881,0.01648916103,-237.2773161,
348094200,-31.26255348,0.0273446473,-242.548617,-48.94822678,0.0035693461,3283.283797,-48.98971182,0.003552339041,3285.002746,-32.31691754,0.02421888377,-245.7677418,
360094000,-32.38100228,0.02404085372,-254.8118787,-50.54152508,0.002971144307,3400.194978,-50.58073938,0.00295776068,3401.657484,-36.58161245,0.01482242896,-247.1823031,
372093800,-35.30006372,0.01717895785,-234.1983005,-50.93533755,0.002839442787,3521.761602,-51.01133269,0.002814708116,3523.213606,-38.68005943,0.01164118064,-267.7485212,
384093600,-32.12328667,0.024764848,-267.089951,-52.49159553,0.002373669358,3647.686951,-52.59651427,0.002345169765,3649.230123,-37.90844517,0.01272265473,-263.0417873,
396093400,-31.26762591,0.02732868309,-261.3698671,-51.96169915,0.002522987172,3755.446981,-52.03768038,0.002501013184,3757.369972,-36.2483736,0.01540214899,-254.2803433,
408093200,-31.32454093,0.02715019503,-294.232844,-53.54101419,0.00210353281,3882.318781,-53.61052767,0.002086765349,3884.225918,-36.72036248,0.01458753382,-232.4116538,
420093000,-42.42239948,0.007566238485,-260.7456879,-53.62137907,0.002084159952,4005.505482,-53.68624655,0.00206865312,4006.816861,-37.06033857,0.01402759024,-255.7343564,
432092800,-34.09190635,0.01974261527,-269.1538703,-53.7353263,0.002056997126,4125.814382,-53.91978696,0.002013773641,4127.228338,-31.57222757,0.0263869152,-255.3221534,
444092600,-32.36392176,0.02408817581,-258.7599785,-55.98948806,0.001586812441,4249.915815,-56.20849873,0.001547301916,4251.82776,-32.18770361,0.02458186445,-277.457201,
456092400,-31.28602597,0.02727085168,-261.5399314,-57.08584893,0.001398645182,4366.476627,-57.27408496,0.001368660558,4368.517145,-33.07477831,0.02219530332,-268.5438563,
468092200,-33.51714841,0.02109320529,-266.3182896,-57.59946697,0.001318337639,4488.76316,-57.66920681,0.00130779496,4490.365042,-36.13854968,0.01559812929,-269.6666275,
480092000,-32.21133299,0.02451508201,-256.8723194,-58.37778598,0.001205343141,4599.327593,-58.59099718,0.001176115953,4600.551037,-35.45076515,0.01688347124,-272.7579453,
492091800,-32.61990887,0.02338861778,-266.2125035,-58.0287576,0.001254764201,4741.558714,-58.29042707,0.001217527127,4743.110284,-37.13719291,0.01390401907,-256.3560419,
504091600,-32.33502713,0.02416844138,-275.9925858,-58.77347671,0.00115166499,4858.031671,-59.03271367,0.001117800544,4860.03525,-33.90496685,0.02017212531,-267.6438961,
516091400,-33.22965999,0.02180303743,-283.4168633,-59.12853078,0.001105537456,4961.823155,-59.28722107,0.001085522792,4964.417693,-33.26410353,0.02171674957,-265.7421278,
528091200,-31.92370966,0.02534046133,-282.0935044,-58.54188245,0.001182785188,5079.858678,-58.63168027,0.001170620126,5081.471819,-34.84707477,0.01809865332,-258.305351,
540091000,-32.14238081,0.02471046737,-282.4038839,-62.83663269,0.0007213870895,4861.723714,-63.1735316,0.0006939423942,4862.118377,-33.79559055,0.02042774709,-245.2740184,
552090800,-32.38611889,0.02402669612,-277.7250717,-62.22384596,0.0007741189558,4967.668413,-62.65072195,0.0007369939155,4968.997557,-33.40958953,0.02135603005,-274.2445788,
564090600,-32.10291931,0.0248229867,-285.2851236,-65.07943894,0.000557221741,5078.432811,-65.43965239,0.000534585753,5081.409136,-31.55379332,0.02644297618,-256.8841258,
576090400,-34.01790118,0.01991154414,-283.2732082,-62.27497859,0.0007695752113,5216.717468,-62.41519774,0.0007572514485,5218.33605,-30.93551515,0.0283938473,-253.1420767,
588090200,-30.03376707,0.03150007925,-276.2412357,-64.04131496,0.0006279632843,5335.089218,-64.15309807,0.0006199334872,5336.569676,-30.82272008,0.02876497469,-274.5669267,
600090000,-31.73663216,0.02589216656,-288.0303074,-66.95628423,0.0004489374013,5454.717602,-67.33332668,0.0004298665638,5452.477162,-30.60818751,0.02948428662,-269.5029857,
612089800,-32.48413294,0.02375709603,-286.9760401,-64.17381393,0.0006184567068,5583.667875,-64.53911894,0.0005929854714,5585.473647,-33.28619792,0.02166157864,-274.543782,
624089600,-30.39187502,0.03022777976,-278.6179605,-69.99360166,0.0003164607965,5684.832039,-70.06824752,0.0003137528098,5688.920417,-30.84705255,0.02868450586,-262.7747081,
636089400,-31.68313613,0.0260521274,-288.1942924,-64.81151221,0.0005746777588,5822.944563,-64.72143138,0.0005806687194,5824.886476,-30.30674254,0.0305255061,-268.7480129,
648089200,-30.30207033,0.03054193041,-269.7343525,-67.65256332,0.0004143542844,5926.755438,-67.53017882,0.0004202338759,5927.105067,-28.52517989,0.03747494512,-261.8510833,
660089000,-28.57067763,0.03727916005,-276.0956448,-67.53910181,0.0004198023929,6066.083981,-67.99467954,0.0003983511019,6065.467087,-27.83570836,0.0405708944,-289.4375499,
672088800,-31.40665811,0.02689472417,-286.9742942,-68.48736324,0.0003763845934,6185.826381,-68.94706073,0.0003569825303,6189.764946,-30.29395587,0.03057047638,-287.4240192,
684088600,-29.07407328,0.03518004057,-274.0159389,-67.82966582,0.0004059912831,6302.612588,-67.86639406,0.0004042781755,6306.756079,-29.63807643,0.03296827154,-290.0591232,
696088400,-29.46138841,0.03364577835,-305.2675007,-69.55914495,0.0003326923022,6432.826141,-69.24192617,0.0003450672093,6431.478342,-30.77529862,0.02892244935,-306.3867476,
708088200,-32.72653023,0.02310327187,-286.2379979,-75.02627341,0.000177290853,6583.977116,-75.53760604,0.0001671551255,6578.071668,-33.7735573,0.02047963137,-300.0870355,
720088000,-34.89985445,0.01798901059,-309.3027888,-70.4200253,0.0003012997248,6662.472796,-70.8961169,0.0002852293124,6661.69966,-30.19771064,0.03091110057,-286.2401149,
732087800,-31.51754871,0.02655354837,-283.1620623,-69.47351735,0.0003359882829,6449.937133,-69.72056423,0.000326566618,6454.687768,-31.73822429,0.02588742092,-290.2848395,
744087600,-30.7808541,0.0289039565,-301.0490319,-73.97871687,0.0002000157323,6542.09203,-73.59878913,0.0002089587413,6547.961685,-30.95217946,0.02833942453,-291.5577294,
756087400,-31.15927013,0.02767174161,-287.3092209,-78.35367432,0.0001208693772,6652.793739,-77.04987725,0.0001404449531,6653.18121,-29.14456907,0.03489567041,-277.5340495,
768087200,-29.31965071,0.03419931949,-288.5499343,-74.4673947,0.0001890733264,6444.535622,-74.66896044,0.0001847361882,6441.661748,-27.71210365,0.04115236677,-293.9799799,
780087000,-30.35357635,0.03036135728,-284.5302791,-72.8920366,0.000226672153,6565.121187,-73.50002924,0.0002113481926,6568.784533,-28.22872509,0.03877606596,-305.1817938,
792086800,-29.23356666,0.034539947,-288.9427784,-77.22422666,0.0001376539465,6659.939344,-77.33304203,0.0001359401981,6669.344177,-30.40630182,0.03017761468,-304.6565361,
804086600,-30.79472845,0.02885782382,-298.1791037,-74.02798738,0.0001988843595,6458.024433,-73.02671242,0.0002231846794,6459.254229,-30.81495513,0.02879070128,-303.4622759,
816086400,-29.86503302,0.03211798928,-288.4882499,-76.79101532,0.0001446935706,6589.890164,-76.26171851,0.0001537850345,6580.695337,-33.01411607,0.02235085786,-296.3366711,
828086200,-30.18163612,0.03096835907,-297.4321863,-79.00776723,0.0001121015554,6650.990682,-78.79135006,0.0001149297592,6643.63067,-29.69261547,0.03276191102,-297.2451369,
840086000,-30.05145323,0.03143600423,-294.1453764,-69.8231403,0.0003227327102,6749.960095,-70.28096698,0.0003061622572,6748.33157,-31.25551785,0.02736680562,-305.7120325,
852085800,-27.86663249,0.04042670781,-304.179915,-75.0319742,0.0001771745302,6584.842834,-74.14088673,0.000196315985,6589.300092,-31.51315763,0.02656697569,-288.4616354,
864085600,-29.22218228,0.03458524736,-312.281443,-76.98260904,0.0001415368573,6361.817278,-76.0042779,0.0001584112807,6718.927133,-28.21354204,0.03884390629,-291.6246478,
876085400,-29.37400932,0.03398595939,-307.8987365,-86.27993038,4.8529239e-05,6421.012093,-84.26337683,6.121123733e-05,6761.687149,-30.51318875,0.0298085302,-294.9381419,
888085200,-30.53744275,0.02972541061,-309.472272,-71.02330318,0.0002810831687,6597.852237,-71.61554864,0.0002625563753,6599.427148,-28.11415568,0.03929092162,-287.4838863,
900085000,-29.04171382,0.03531134899,-296.9801885,-88.1199855,3.926455908e-05,6444.742239,-83.92169176,6.366715039e-05,6453.55541,-28.97708054,0.03557508717,-304.5707692,
912084800,-27.04147549,0.04445557436,-304.5187317,-76.47406839,0.0001500709322,6439.606543,-75.73943671,0.0001633157856,6446.255354,-29.26441063,0.0344175117,-303.5852117,
924084600,-28.82429492,0.03620639242,-311.3881905,-88.63116837,3.702044045e-05,6528.878542,-84.11581278,6.226003507e-05,6531.532334,-29.24785956,0.03448315722,-292.3497558,
936084400,-28.90719336,0.03586248106,-303.3045564,-81.97724909,7.964115419e-05,6649.327929,-79.9868901,0.0001001510473,6635.115222,-28.49812301,0.03759186303,-301.8125046,
948084200,-28.21428375,0.03884058946,-303.0954122,-90.40983371,3.016534624e-05,6773.793947,-96.98767538,1.41454325e-05,6732.529215,-28.75113167,0.03651265523,-302.8159038,
960084000,-27.55590452,0.04189910766,-305.0085384,-81.84613064,8.085250278e-05,6553.446213,-83.20909224,6.911071527e-05,6566.700749,-28.65227946,0.03693057137,-306.2709325,
972083800,-26.71294224,0.04616925727,-306.553855,-78.62592938,0.0001171395445,6640.705276,-77.92137695,0.0001270372701,6650.938926,-26.99113692,0.04471396205,-303.86926,
984083600,-28.13454574,0.03919879466,-303.9279633,-80.27773787,9.685300644e-05,6485.590574,-79.57060377,0.0001050678418,6472.235487,-27.77742821,0.04084403028,-307.8020482,
996083400,-28.12077515,0.03926098966,-299.6680668,-79.18588088,0.0001098261996,6605.663463,-81.16234487,8.747475935e-05,6609.176236,-27.43116194,0.04250518424,-298.179672,
1008083200,-27.58168617,0.04177492623,-298.8549439,-81.80777414,8.121033336e-05,6703.02419,-84.23400297,6.141859132e-05,6714.635854,-26.63042969,0.04660993694,-307.6876551,
1020083000,-27.24363255,0.04343285445,-309.6651199,-87.2746231,4.327816564e-05,6773.406599,-87.66366973,4.138247997e-05,6796.963731,-27.97405008,0.03992983321,-307.3441263,
1032082800,-28.01412595,0.03974602511,-310.7216616,-84.05509056,6.269681392e-05,6901.561846,-81.83272486,8.097738666e-05,6908.685006,-28.0755598,0.03946589988,-311.1292272,
1044082600,-29.47313005,0.0336003265,-310.5297835,-82.0589876,7.889520703e-05,6786.70399,-84.09466441,6.241181029e-05,6780.427001,-28.22261544,0.0388033506,-315.1246987,
1056082400,-27.32993433,0.0430034485,-311.9532703,-86.13193346,4.936320248e-05,6581.547403,-86.61102285,4.671419376e-05,6597.42044,-28.02509008,0.03969588565,-317.363251,
1068082200,-26.51855106,0.04721417953,-315.7563757,-73.97323037,0.0002001421135,6593.01253,-74.56666805,0.0001869246591,6597.935276,-28.1053611,0.03933072434,-319.6777516,
1080082000,-26.06795302,0.04972815529,-311.8142917,-76.83638081,0.0001439398215,6453.322999,-75.81359085,0.0001619274428,6447.218184,-28.24569271,0.03870039205,-312.4860515,
1092081800,-25.79202394,0.05133325498,-323.1799367,-80.91028204,9.005045222e-05,6515.739229,-79.82544868,0.0001020299246,6502.948636,-27.69528443,0.04123213074,-313.1923801,
1104081600,-28.30113971,0.03845413216,-320.2588655,-85.2843836,5.442279222e-05,6615.431716,-87.61419354,4.161887372e-05,6591.078928,-28.63350349,0.03701048921,-317.5339051,
1116081400,-26.6200649,0.04666558935,-320.917425,-82.73107878,7.302071164e-05,6699.106033,-85.93326411,5.050528129e-05,6701.023489,-27.54855245,0.04193458773,-318.0176955,
1128081200,-26.60830349,0.04672882119,-321.0486146,-85.91727876,5.059831586e-05,6772.928506,-89.35829692,3.404749416e-05,6796.265927,-27.66523166,0.04137503909,-317.1302182,
1140081000,-26.58608465,0.04684850833,-325.6445252,-81.92723549,8.0101053e-05,6822.687656,-83.06448572,7.027093207e-05,6833.978817,-27.39298585,0.04269241356,-326.5631353,
1152080800,-26.43948994,0.04764589651,-324.1280019,-81.73517333,8.189197279e-05,6784.533199,-83.22027178,6.902182071e-05,6768.615062,-28.19598121,0.03892251902,-312.1679587,
1164080600,-26.13068367,0.04937030572,-320.6442374,-76.99121757,0.0001413966505,6875.470296,-78.69990912,0.0001161460767,6876.924554,-26.73432547,0.04605573596,-316.2600423,
1176080400,-25.79327579,0.05132585709,-331.4451095,-83.54185078,6.651314154e-05,7000.847986,-82.32871658,7.64828691e-05,7026.817689,-25.86661245,0.05089432717,-320.8906338,
1188080200,-26.21920808,0.04886969136,-324.5761006,-84.43432919,6.001827934e-05,6948.015938,-89.07565698,3.517362679e-05,6955.087234,-25.79920432,0.05129083674,-331.2939307,
1200080000,-26.87867574,0.04529666347,-327.2494137,-81.03757353,8.874038805e-05,6980.345329,-84.48020533,5.970211732e-05,6981.715499,-27.76101933,0.0409212634,-327.8117338,
1212079800,-27.39695665,0.04267290093,-321.6589405,-77.72053323,0.0001300089763,7007.608691,-79.89626533,0.0001012014497,7010.380318,-28.05225514,0.03957193101,-327.5167141,
1224079600,-27.50525868,0.04214412738,-328.2386687,-78.37060559,0.0001206339979,7058.294454,-79.46384529,0.000106367202,7060.650898,-26.92106239,0.04507615677,-318.6864222,
1236079400,-26.21057716,0.0489182759,-327.6224037,-81.75634534,8.169260275e-05,7083.312973,-82.14643033,7.810493651e-05,7075.303841,-25.57180756,0.05265136342,-331.4286975,
1248079200,-26.76109259,0.04591402544,-331.3746844,-92.51431665,2.367468273e-05,7094.160401,-89.61428969,3.305868051e-05,7082.145193,-28.60910502,0.037114597,-330.289829,
1260079000,-25.84238064,0.0510365099,-329.5968494,-81.27013625,8.639591079e-05,7102.841958,-80.51086443,9.428807707e-05,7102.960264,-28.38413676,0.03808843793,-322.6029556,
1272078800,-25.92454557,0.05055600191,-324.2887001,-85.97458164,5.026560542e-05,6979.459205,-87.26608406,4.332073306e-05,6990.682778,-25.79572017,0.05131141506,-331.8196113,
1284078600,-25.3151448,0.05423039401,-332.1915402,-93.00846333,2.236540844e-05,6997.32337,-95.74432446,1.632239099e-05,7051.778707,-27.86323448,0.04044252626,-338.2168182,
1296078400,-25.93213336,0.05051185667,-335.0294496,-85.39704688,5.372144132e-05,6888.254697,-84.34983181,6.06049936e-05,6883.538935,-27.66804877,0.041361622,-324.2927573,
1308078200,-26.19818805,0.04898810018,-336.1890133,-76.92310024,0.0001425098844,6820.60995,-75.89767727,0.0001603674179,6822.621532,-27.89745845,0.04028348892,-316.2043227,
1320078000,-26.66973052,0.04639951851,-334.6511121,-80.8438237,9.074209772e-05,6852.243753,-79.47179184,0.0001062699333,6857.121097,-26.51498483,0.04723356859,-318.4489641,
1332077800,-25.77946347,0.05140754052,-331.3003776,-77.78295869,0.0001290779518,6897.015564,-77.31433831,0.0001362332397,6896.411215,-25.83065405,0.05110545951,-319.4421627,
1344077600,-25.59368197,0.0525189339,-335.5249709,-77.46929782,0.0001338243397,6922.558838,-77.29493687,0.0001365378804,6924.021765,-26.30290686,0.04840103596,-324.5115091,
1356077400,-25.53646651,0.05286602711,-337.4158024,-80.57458234,9.359892981e-05,6971.997513,-79.86657443,0.0001015479776,6971.932956,-26.29934281,0.04842090025,-329.1414761,
1368077200,-26.3820336,0.04796211431,-338.509991,-80.79620195,9.124097184e-05,6962.123121,-80.2838092,9.67853311e-05,6967.50602,-26.20108786,0.04897174808,-332.8230133,
1380077000,-26.40572369,0.04783147963,-337.0973017,-82.71419199,7.316281394e-05,7006.688423,-81.60412915,8.313684562e-05,7015.531538,-26.73260951,0.04606483546,-324.5260444,
1392076800,-26.94978308,0.04492735444,-329.2323915,-80.35982382,9.594200917e-05,7008.618491,-80.47218782,9.470885999e-05,7016.816078,-24.608098,0.05882949226,-332.6751099,
1404076600,-26.09403769,0.04957904023,-331.0191227,-81.53667755,8.378497073e-05,7037.314591,-81.57055519,8.345882009e-05,7045.762658,-25.11197805,0.05551381804,-334.8625176,
1416076400,-25.44880378,0.05340228141,-333.0900511,-76.89499518,0.0001429717527,7063.489145,-77.51097024,0.0001331838263,7065.979682,-26.15353241,0.04924060492,-336.7184107,
1428076200,-25.45406492,0.05336994485,-339.6023502,-77.35767939,0.0001355551527,7133.941122,-77.32751107,0.0001360267891,7137.885464,-25.37091702,0.05388329545,-336.8712107,
1440076000,-25.35614775,0.05397499524,-346.3612651,-77.12552228,0.0001392271348,7130.211698,-77.60259808,0.0001317862488,7136.65956,-25.68208677,0.05198710834,-335.8728895,
1452075800,-25.9816419,0.05022476404,-345.4033231,-79.46522287,0.0001063503336,7145.238462,-79.59334773,0.0001047930821,7142.963908,-24.26981514,0.06116588204,-342.42517,
1464075600,-24.92250455,0.05673809792,-347.3011462,-82.96432983,7.108590694e-05,7238.97681,-85.06076137,5.584212437e-05,7249.499388,-25.50667172,0.0530476823,-349.235844,
1476075400,-25.42317517,0.05356008301,-346.1152719,-80.12272523,9.859700851e-05,7243.694029,-81.73976414,8.184870129e-05,7239.510122,-25.84070656,0.0510463474,-348.0812538,
1488075200,-26.20794979,0.04893307527,-344.3875327,-84.29304852,6.100249162e-05,7302.652552,-86.66861898,4.64054567e-05,7306.452028,-25.32707096,0.05415598409,-343.1786825,
1500075000,-24.8718189,0.05707015541,-341.7054364,-86.92364801,4.506274045e-05,7233.20384,-86.90152144,4.517768032e-05,7199.696611,-24.47396367,0.05974503453,-345.5506958,
1512074800,-24.08939581,0.06244967888,-345.9332997,-78.51671901,0.0001186216743,7285.268527,-79.62469685,0.0001044155445,7271.955175,-26.44155404,0.04763457535,-346.7601598,
1524074600,-24.88006138,0.05701602433,-352.3540403,-89.46268048,3.364077375e-05,7101.799854,-85.88428918,5.079085701e-05,7142.513448,-24.93114956,0.05668165498,-341.2673348,
1536074400,-25.57203637,0.05264997648,-357.359103,-84.73811485,5.795544671e-05,7065.026864,-89.78819758,3.24033656e-05,7089.003476,-26.20231004,0.04896485786,-344.9921217,
1548074200,-25.54040763,0.05284204522,-354.1827452,-79.72271861,0.0001032438211,7102.676316,-82.37311606,7.609291072e-05,7117.175629,-24.66227938,0.05846366418,-343.5303515,
1560074000,-24.74194498,0.05792989628,-348.6472509,-94.7490961,1.830396577e-05,7248.779916,-85.12239555,5.544727695e-05,6913.113656,-24.97143219,0.05641939055,-351.7894718,
1572073800,-24.20205077,0.06164494384,-354.8132457,-89.8393844,3.221297087e-05,7378.032045,-84.52385123,5.940287143e-05,6990.461256,-26.27300892,0.04856792555,-354.9663186,
1584073600,-24.85639328,0.05717159861,-350.7513145,-90.57340955,2.960257719e-05,7454.612319,-85.09614942,5.561507525e-05,7034.346737,-25.3553246,0.05398011058,-342.9289013,
1596073400,-24.17463597,0.06183981783,-352.0752293,-87.25964031,4.33528831e-05,7553.072419,-90.63598315,2.939008503e-05,7157.330879,-25.06082774,0.05584169767,-346.5482207,
1608073200,-24.85415129,0.05718635755,-350.8244818,-100.0799621,9.908362647e-06,7383.009704,-90.4336881,3.008261566e-05,7090.291999,-24.57024868,0.0590864049,-342.138641,
1620073000,-25.36176442,0.05394010397,-351.3455972,-107.6555848,4.142101724e-06,7492.675884,-99.36513113,1.075829487e-05,7189.551418,-25.21738855,0.05484418317,-347.9591161,
1632072800,-24.134783,0.06212420581,-343.8963536,-82.25389281,7.714456945e-05,7495.774132,-82.81127127,7.234965035e-05,7141.728839,-24.53626483,0.05931803534,-352.5908053,
1644072600,-24.27055247,0.06116069005,-351.0142599,-86.35838799,4.809285953e-05,7547.464922,-87.50431497,4.214870653e-05,7184.708734,-26.17493011,0.04911944991,-354.1826933,
1656072400,-23.64057591,0.06576142334,-357.0880252,-84.19275781,6.171093257e-05,7546.0244,-85.29348403,5.436580192e-05,7173.095472,-26.69143134,0.04628373869,-349.8368657,
1668072200,-24.96660115,0.05645077941,-356.9687477,-84.92248628,5.673821728e-05,7586.962021,-88.59686107,3.716695198e-05,7193.245442,-25.37454548,0.05386079088,-349.5001583,
1680072000,-24.52338361,0.05940606956,-354.779125,-83.9271071,6.362746852e-05,7634.429812,-89.20145512,3.466787674e-05,7267.240401,-25.32099372,0.05419388854,-346.2976341,
1692071800,-23.64306849,0.06574255459,-360.4512998,-84.92846353,5.669918591e-05,7641.067987,-87.03603464,4.448343007e-05,7248.081144,-25.37814426,0.05383847958,-352.1676289,
1704071600,-24.88324554,0.05699512667,-363.2273601,-88.51116434,3.753546351e-05,7700.899345,-95.25786325,1.726262505e-05,7278.420788,-24.47360735,0.05974748547,-353.9859171,
1716071400,-25.29407791,0.0543620849,-362.1858494,-85.56773566,5.267605191e-05,7739.35693,-93.41526557,2.134207893e-05,7349.148178,-25.33696378,0.05409433809,-353.78127,
1728071200,-24.74117583,0.05793502633,-363.5652612,-85.80990843,5.122766706e-05,7752.48444,-86.26906632,4.858997593e-05,7368.200904,-24.91526078,0.05678543551,-352.7864759,
1740071000,-24.68192643,0.05833157174,-363.8868629,-96.19032406,1.550542937e-05,7780.492741,-92.84335017,2.279462708e-05,7379.386449,-25.46835356,0.05328222129,-358.5970702,
1752070800,-25.07283074,0.05576458353,-369.7556628,-86.96601045,4.48434975e-05,7581.233091,-89.65375045,3.290883267e-05,7242.75108,-27.21637794,0.04356935223,-352.3603122,
1764070600,-24.22642176,0.06147222207,-366.9567976,-84.05921897,6.26670212e-05,7604.322883,-88.41166864,3.79678992e-05,7262.808234,-25.08976904,0.05565594329,-351.2660598,
1776070400,-24.40414727,0.06022719494,-366.1417209,-97.15847691,1.38699902e-05,7517.363767,-89.48504637,3.355426126e-05,7119.815758,-25.49439862,0.05312269129,-365.1565099,
1788070200,-24.68346874,0.05832121497,-373.9079326,-87.5496386,4.192934421e-05,7583.931949,-86.28262881,4.851416486e-05,7183.619841,-24.2343688,0.0614160046,-359.4115081,
1800070000,-25.4471726,0.05341231111,-363.963616,-87.01593254,4.458649907e-05,7720.369385,-95.76126417,1.629058917e-05,7042.595924,-24.25550118,0.06126676381,-361.4870522,
1812069800,-24.37857629,0.06040476308,-365.0714676,-100.3061512,9.653669825e-06,7787.009823,-88.65924136,3.690098271e-05,7172.512971,-23.83101866,0.06433526098,-358.8396247,
1824069600,-24.73936863,0.05794708159,-368.7056338,-95.1526384,1.747302426e-05,7828.735352,-89.70217369,3.272587863e-05,7199.075718,-23.27410595,0.06859535411,-364.9694926,
1836069400,-23.64687446,0.06571375389,-365.5476029,-91.73250922,2.590445975e-05,7859.138794,-90.45181936,3.001988554e-05,7239.532662,-24.07065042,0.06258459975,-362.2676852,
1848069200,-23.73678645,0.06503702656,-373.9586469,-90.96821856,2.82871421e-05,7864.839996,-96.34771553,1.522699565e-05,7261.167076,-24.15920012,0.06194981215,-367.9435675,
1860069000,-24.36389047,0.06050697992,-368.2059874,-87.34529369,4.292747219e-05,7898.571969,-95.53617484,1.671826703e-05,7247.694503,-24.79602117,0.05757035951,-364.397282,
1872068800,-23.16795501,0.06943880683,-363.6129921,-83.03655446,7.049726635e-05,7920.175377,-91.70955855,2.597299742e-05,7210.299133,-23.31514142,0.06827204769,-367.0798929,
1884068600,-22.34469585,0.07634229427,-371.3154758,-91.35036043,2.706960875e-05,8008.061326,-87.41042229,4.260679685e-05,7350.012908,-24.82616413,0.05737091728,-373.5533483,
1896068400,-23.56660507,0.06632385274,-372.4035722,-87.06666723,4.432682634e-05,7826.280702,-81.63444581,8.284717602e-05,7454.325007,-23.64725768,0.06571085471,-365.7399325,
1908068200,-23.27882428,0.06855810201,-370.9775493,-90.577088,2.959004325e-05,7711.98581,-93.77215132,2.048294666e-05,7408.138285,-23.53676193,0.06655212137,-365.0881118,
1920068000,-23.74678351,0.06496221503,-372.4801293,-82.64791061,7.372324949e-05,7716.30852,-85.25780263,5.458959453e-05,7350.672469,-23.3428582,0.06805453797,-364.5253679,
1932067800,-23.35957704,0.0679236707,-373.5754354,-85.26670815,5.453365328e-05,7706.43464,-83.987286,6.318815865e-05,7332.727997,-23.23509147,0.06890415746,-364.7483373,
1944067600,-23.80829969,0.06450375773,-375.6421958,-81.54738577,8.368174185e-05,7781.955253,-81.59773435,8.319807588e-05,7404.534948,-24.18985354,0.06173157009,-374.4004932,
1956067400,-23.69297408,0.06536590762,-372.2237302,-87.09083869,4.420364328e-05,7836.885488,-87.49099673,4.221338354e-05,7436.783466,-24.41462545,0.06015458397,-362.9602226,
1968067200,-22.88423557,0.07174443526,-375.8745907,-83.631572,6.582962786e-05,7866.859487,-83.04795697,7.040478094e-05,7490.542264,-24.00776024,0.06303938793,-372.5105016,
1980067000,-23.5401279,0.06652633603,-376.9135397,-87.47989003,4.226739658e-05,7876.243465,-85.01966508,5.610696097e-05,7486.382708,-23.96707041,0.06333539442,-379.4217873,
1992066800,-23.90927328,0.06375824233,-377.6971167,-85.13821695,5.53463713e-05,7899.603048,-82.55967094,7.44760188e-05,7531.819016,-25.06929458,0.05578729076,-374.6560924,
2004066600,-23.65770516,0.06563186447,-377.6945447,-82.75932388,7.278364578e-05,7921.393311,-79.24887531,0.0001090325663,7554.842256,-24.48625158,0.05966057311,-370.738401,
2016066400,-23.01316387,0.07068736724,-379.7946314,-79.32261696,0.0001081108177,7877.493797,-77.16154029,0.0001386509934,7533.661155,-23.8106172,0.06448654952,-369.0933558,
2028066200,-23.48091752,0.0669813851,-383.6796581,-86.08511562,4.962999358e-05,7920.160393,-80.971478,8.941823644e-05,7584.300714,-23.63333008,0.06581630483,-372.5295928,
2040066000,-23.64985678,0.06569119484,-389.0213285,-84.30697137,6.090478739e-05,7937.138476,-81.35381388,8.556759109e-05,7616.011591,-24.37231814,0.06044830018,-378.7500122,
2052065800,-24.27162013,0.0611531727,-390.0011543,-82.5379489,7.466250471e-05,7964.273331,-80.05679078,9.934830476e-05,7636.238183,-24.4440792,0.05995094597,-381.190084,
2064065600,-23.8867569,0.06392373687,-387.675978,-82.63055764,7.38706836e-05,7982.773617,-81.41470429,8.496983708e-05,7662.292717,-25.99766571,0.05013219432,-378.4080346,
2076065400,-24.02296247,0.06292915158,-388.1753144,-84.98752068,5.631498412e-05,8015.116745,-82.92512627,7.140747668e-05,7708.672358,-25.16894688,0.05515090659,-375.1169751,
2088065200,-23.59451879,0.06611105085,-382.5690621,-90.5869322,2.955652622e-05,8081.364455,-83.16510177,6.94616206e-05,7769.397723,-24.55366835,0.05919930152,-378.0743408,
2100065000,-23.18096322,0.06933489132,-385.453513,-81.49464811,8.419137344e-05,8060.36104,-83.46960027,6.706871514e-05,7738.231035,-23.209586,0.0691067867,-374.3194299,
2112064800,-23.18671985,0.06928895439,-393.150666,-82.51494209,7.486052967e-05,8086.075861,-83.99184542,6.315499845e-05,7766.911779,-22.92280933,0.071426527,-377.0913307,
