Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Unwrapped Phase,S12_Magnitude,S12_Magnitude (linear),S12_Phase,S12_Unwrapped Phase,S21_Magnitude,S21_Magnitude (linear),S21_Phase,S21_Unwrapped Phase,S22_Magnitude,S22_Magnitude (linear),S22_Phase,S22_Unwrapped Phase,
1000000,-25.01543249,0.05613430831,-41.22529329,-41.22529329,-5.039323045,0.5598012292,168.993573,168.993573,-5.096960777,0.5560988042,169.7830772,169.7830772,-24.51736916,0.05944721889,-41.62993224,-41.62993224,
1487781,-18.45054862,0.1195288026,-71.92913185,-71.92913185,-5.778402102,0.5141382262,84.38914665,84.38914665,-5.736572362,0.5166201984,85.16645371,85.16645371,-18.4754411,0.1191867411,-71.04636082,-71.04636082,
1975562,-29.33912654,0.03412272238,-85.15661326,-85.15661326,-6.382094535,0.4796177786,0.2392423292,0.2392423292,-6.349548792,0.4814182617,1.02508309,1.02508309,-28.7219046,0.03663572329,-81.73096811,-81.73096811,
2463343,-22.48756382,0.07509686527,-67.0876145,-67.0876145,-6.818798861,0.4560999839,-84.04402077,-84.04402077,-6.799423095,0.4571185498,-83.25983436,-83.25983436,-22.32166619,0.07654497586,-66.32040377,-66.32040377,
2951124,-28.6755529,0.03683175007,-102.6813676,-102.6813676,-7.223691408,0.4353268252,-168.0776063,-168.0776063,-7.212839943,0.4358710281,-167.2505842,-167.2505842,-28.13988311,0.03917471492,-100.7761792,-100.7761792,
3438905,-26.10388264,0.04952287714,-66.57035605,-66.57035605,-7.547677462,0.4193881228,108.0178133,-251.9821867,-7.543254573,0.4196017312,108.8347531,-251.1652469,-26.01710671,0.05002011256,-65.26327494,-65.26327494,
3926686,-28.6392374,0.0369860651,-106.6279136,-106.6279136,-7.837589079,0.4056211071,24.12491981,-335.8750802,-7.833317774,0.4058206212,24.99097794,-335.0090221,-28.36089149,0.03819050715,-102.6720539,-102.6720539,
4414467,-30.06503924,0.03138687212,-68.96596215,-68.96596215,-8.076882068,0.3945989239,-59.66839931,-419.6683993,-8.069047879,0.3949549908,-58.784683,-418.784683,-29.5691817,0.03323080908,-68.4228404,-68.4228404,
4902248,-29.76508966,0.0324896862,-101.5909943,-101.5909943,-8.308388861,0.3842205213,-143.5446585,-503.5446585,-8.303309387,0.3844452777,-142.6274444,-502.6274444,-28.97676839,0.03557636568,-101.3144455,-101.3144455,
5390029,-32.77425836,0.02297666976,-72.719929,-72.719929,-8.503796662,0.3756731591,132.6457306,-587.3542694,-8.499336966,0.3758660948,133.5698315,-586.4301685,-32.85441543,0.02276560669,-76.11165458,-76.11165458,
5877810,-30.66488293,0.02929246055,-97.47677472,-97.47677472,-8.698352893,0.3673519549,48.7991926,-671.2008074,-8.693172302,0.3675711228,49.76382699,-670.236173,-30.30117929,0.03054506371,-93.80311085,-93.80311085,
6365591,-33.77868351,0.02046754832,-81.56387917,-81.56387917,-8.840419717,0.3613923991,-34.87649042,-754.8764904,-8.832046738,0.3617409402,-33.89778376,-753.8977838,-34.20121218,0.01949572503,-85.37044242,-85.37044242,
6853372,-31.7017286,0.02599642149,-95.12168439,-95.12168439,-9.004095646,0.354646124,-118.8177284,-838.8177284,-8.997725343,0.3549063198,-117.8044341,-837.8044341,-31.55404544,0.02644220865,-92.04164181,-92.04164181,
7341153,-34.13436522,0.01964634377,-93.56292644,-93.56292644,-9.153256352,0.3486078661,157.344034,-922.655966,-9.145290793,0.3489277101,158.3655008,-921.6344992,-33.55659815,0.020997621,-92.19083573,-92.19083573,
7828934,-32.8647758,0.02273846848,-102.1520114,-102.1520114,-9.276605476,0.3436922397,73.46451744,-1006.535483,-9.269314392,0.3439808619,74.52287799,-1005.477122,-32.52496185,0.02364568542,-101.6655749,-101.6655749,
8316715,-36.17859347,0.01552638412,-104.064608,-104.064608,-9.399455808,0.3388653862,-10.43954893,-1090.439549,-9.387733352,0.3393230269,-9.344826067,-1089.344826,-35.53920732,0.01671243127,-102.5945943,-102.5945943,
8804496,-34.28872797,0.01930027963,-102.4502587,-102.4502587,-9.521465875,0.3341386443,-94.33341744,-1174.333417,-9.512001529,0.3345029279,-93.21090817,-1173.210908,-33.7891242,0.02044296052,-98.85334726,-98.85334726,
9292277,-37.57646678,0.01321833216,-113.0205175,-113.0205175,-9.638934913,0.3296501323,-178.2108648,-1258.210865,-9.627852269,0.3300710134,-177.0303727,-1257.030373,-36.17558698,0.01553175927,-108.2193713,-108.2193713,
9780058,-36.19407301,0.01549873845,-99.58811408,-99.58811408,-9.758223609,0.3251537893,97.92296737,-1342.077033,-9.746687066,0.3255859434,99.11999436,-1340.880006,-34.86847483,0.01805411724,-98.78365851,-98.78365851,
10267839,-38.54704108,0.0118208293,-107.9476837,-107.9476837,-9.888994862,0.3202950721,14.11900704,-1425.880993,-9.874460405,0.3208314837,15.35268323,-1424.647317,-36.78635417,0.01447712392,-110.3674827,-110.3674827,
10755620,-36.83540783,0.01439559462,-94.63434089,-94.63434089,-9.968049947,0.3173931157,-69.77589037,-1509.77589,-9.954705077,0.3178811285,-68.52656388,-1508.526564,-36.15360978,0.01557110779,-97.03563823,-97.03563823,
11243401,-36.69101259,0.01463690893,-120.1329386,-120.1329386,-10.09298319,0.3128605759,-153.4616632,-1593.461663,-10.07737489,0.3134232832,-152.1985797,-1592.19858,-36.70127089,0.0146196325,-113.404212,-113.404212,
11731182,-38.05260326,0.0125132418,-96.27651845,-96.27651845,-10.17087039,0.3100676662,122.4384346,-1677.561565,-10.15661623,0.3105769269,123.7045344,-1676.295466,-36.31409004,0.01528605783,-100.0556041,-100.0556041,
12218963,-36.32238197,0.01527147205,-114.4356026,-114.4356026,-10.283196,0.3060836982,38.65549952,-1761.3445,-10.26535944,0.30671289,39.96245801,-1760.037542,-35.99150835,0.01586443401,-114.8198271,-114.8198271,
12706744,-38.49695649,0.01188918748,-109.5473025,-109.5473025,-10.37147112,0.3029887084,-45.38011577,-1845.380116,-10.35588346,0.3035329391,-44.039595,-1844.039595,-37.40936059,0.01347509918,-109.7582155,-109.7582155,
13194525,-37.86213814,0.01279066407,-126.516837,-126.516837,-10.48696778,0.2989865217,-129.2127516,-1929.212752,-10.46981883,0.2995774077,-127.8536639,-1927.853664,-36.4610553,0.01502959351,-117.9946834,-117.9946834,
13682306,-41.17450333,0.008735239836,-108.8960721,-108.8960721,-10.57880491,0.2958419486,146.8619562,-2013.138044,-10.5625486,0.2963961582,148.2525441,-2011.747456,-38.82311595,0.01145102077,-110.2583354,-110.2583354,
14170087,-37.11973047,0.01393200035,-121.3974143,-121.3974143,-10.70672812,0.2915168041,63.18678534,-2096.813215,-10.68981399,0.2920850312,64.59928979,-2095.40071,-36.13399885,0.01560630383,-119.9315581,-119.9315581,
14657869,-42.73200022,0.007301296567,-117.9854039,-117.9854039,-10.75187087,0.2900056483,-20.70599744,-2180.705997,-10.73491234,0.2905724149,-19.28930473,-2179.289305,-39.94541918,0.01006303633,-115.6012407,-115.6012407,
15145650,-39.10195464,0.01108925238,-113.438904,-113.438904,-10.85236838,0.2866695606,-104.634539,-2264.634539,-10.83653495,0.2871926047,-103.1988767,-2263.198877,-37.00690168,0.01411415608,-110.461748,-110.461748,
15633431,-42.34197597,0.007636620365,-120.1098935,-120.1098935,-10.94658208,0.2835769297,171.4937908,-2348.506209,-10.92995168,0.284120399,172.9723039,-2347.027696,-38.77050562,0.01152058995,-120.6224607,-120.6224607,
16121212,-39.39620364,0.01071987739,-109.4287519,-109.4287519,-11.04167148,0.2804893822,87.69364616,-2432.306354,-11.02641638,0.280982441,89.15925787,-2430.840742,-37.33643606,0.01358870896,-112.0703503,-112.0703503,
16608993,-41.74475493,0.008180168574,-125.0758297,-125.0758297,-11.13382161,0.2775293505,3.924218683,-2516.075781,-11.11509097,0.2781284729,5.425464479,-2514.574536,-38.51826135,0.01186006127,-124.4191163,-124.4191163,
17096774,-40.54036968,0.009396833155,-112.3962448,-112.3962448,-11.2367908,0.2742587296,-79.87470838,-2599.874708,-11.21978274,0.2747962886,-78.38458197,-2598.384582,-37.51072164,0.01331876383,-112.2541905,-112.2541905,
17584555,-41.14878474,0.008761142877,-112.0081012,-112.0081012,-11.31040095,0.2719442951,-163.5540675,-2683.554068,-11.29082075,0.2725580179,-162.0430082,-2682.043008,-37.33608836,0.01358925294,-130.6549885,-130.6549885,
18072336,-39.07500588,0.01112371123,-107.4780448,-107.4780448,-11.42321296,0.2684351306,112.5593326,-2767.440667,-11.40710092,0.2689335311,114.0515182,-2765.948482,-38.14102527,0.0123865037,-120.0861767,-120.0861767,
18560117,-40.17895488,0.009796078484,-137.3069119,-137.3069119,-11.51658398,0.2655649782,28.8901885,-2851.109812,-11.49422289,0.2662495334,30.41083775,-2849.589162,-38.5431132,0.01182617605,-137.1938277,-137.1938277,
19047898,-42.21951453,0.007745050848,-114.8393235,-114.8393235,-11.62178926,0.2623678019,-55.086881,-2935.086881,-11.6030856,0.2629333773,-53.5683158,-2933.568316,-39.72719033,0.01031906822,-118.5125631,-118.5125631,
19535679,-42.10263739,0.007849972417,-118.0637454,-118.0637454,-11.75008706,0.2585208926,-138.7763206,-3018.776321,-11.72782956,0.2591841994,-137.235254,-3017.235254,-37.79306167,0.01289279023,-126.1679442,-126.1679442,
20023460,-39.02865034,0.01118323583,-118.5338167,-118.5338167,-11.80137035,0.2569990289,137.7177792,-3102.282221,-11.78210613,0.2575696535,139.2523549,-3100.747645,-38.06632871,0.01249348398,-128.2710787,-128.2710787,
20511241,-39.98980945,0.01001173919,-137.1578323,-137.1578323,-11.8789264,0.2547145067,53.66479064,-3186.335209,-11.85611374,0.2553843694,55.22150862,-3184.778491,-38.22585028,0.01226612783,-135.1249548,-135.1249548,
20999022,-43.68679027,0.006541246065,-121.3946547,-121.3946547,-11.97140536,0.2520169387,-30.24277815,-3270.242778,-11.94984612,0.2526432468,-28.68690257,-3268.686903,-40.62216627,0.009308756852,-130.0997217,-130.0997217,
21486803,-39.98863835,0.01001308914,-122.7182361,-122.7182361,-12.0725723,0.2490986564,-114.0582231,-3354.058223,-12.04964056,0.2497571742,-112.4801031,-3352.480103,-38.15470015,0.01236701799,-126.5255437,-126.5255437,
21974584,-41.54253261,0.008372851132,-129.5866194,-129.5866194,-12.16664339,0.2464153912,162.120762,-3437.879238,-12.14603398,0.2470007666,163.7142296,-3436.28577,-38.9564977,0.01127652053,-131.3420677,-131.3420677,
22462365,-40.31154519,0.009647676677,-133.3643765,-133.3643765,-12.2672755,0.2435769707,78.35744924,-3521.642551,-12.24389527,0.2442335018,79.94051295,-3520.059487,-37.39165155,0.01350260063,-133.3799988,-133.3799988,
22950146,-43.41767026,0.00674708975,-138.3030433,-138.3030433,-12.35226192,0.2412053319,-5.399904177,-3605.399904,-12.3293579,0.2418422113,-3.802184106,-3603.802184,-38.91167838,0.01133485793,-145.9497805,-145.9497805,
23437927,-41.04010891,0.00887144888,-126.5863151,-126.5863151,-12.4465114,0.2386021925,-89.13634814,-3689.136348,-12.42353031,0.239234321,-87.54226674,-3687.542267,-39.07412934,0.01112483383,-139.2904526,-139.2904526,
23925708,-43.0216401,0.007061841977,-142.410014,-142.410014,-12.52933797,0.2363377526,-172.8502075,-3772.850207,-12.50698144,0.2369468436,-171.2483817,-3771.248382,-39.99171589,0.01000954198,-149.8980701,-149.8980701,
24413489,-42.59724459,0.007415454436,-121.5699781,-121.5699781,-12.62659175,0.2337062961,103.4902763,-3856.509724,-12.60502641,0.2342872633,105.0724096,-3854.92759,-40.49616598,0.009444776845,-135.2016242,-135.2016242,
24901270,-42.04128824,0.007905613682,-132.7248075,-132.7248075,-12.7084165,0.2315150215,19.79945971,-3940.20054,-12.68593633,0.2321149875,21.39730402,-3938.602696,-40.06166804,0.009929253487,-146.407734,-146.407734,
25389051,-42.55802212,0.007449015779,-122.8578683,-122.8578683,-12.80845688,0.228863827,-64.52186419,-4024.521864,-12.78096549,0.229589343,-63.08777604,-4023.087776,-41.99215659,0.007950458421,-136.8796087,-136.8796087,
25876832,-40.77406924,0.009147376143,-142.9575094,-142.9575094,-12.90933536,0.2262211636,-148.192254,-4108.192254,-12.88016606,0.2269821457,-146.7301402,-4106.73014,-40.12483446,0.009857306878,-144.5478634,-144.5478634,
26364613,-45.4919627,0.005313759138,-135.0015653,-135.0015653,-12.99489111,0.2240038304,128.4172252,-4191.582775,-12.96638771,0.2247401232,129.893209,-4190.106791,-43.17286426,0.006939957117,-131.5531018,-131.5531018,
26852394,-41.73231754,0.008191890204,-134.4895375,-134.4895375,-13.06406866,0.2222268688,44.5815106,-4275.418489,-13.03298808,0.2230234842,46.07517217,-4273.924828,-38.90358918,0.01134541903,-135.1327349,-135.1327349,
27340175,-42.50105843,0.007498028356,-128.0594184,-128.0594184,-13.15380333,0.2199428424,-39.12753478,-4359.127535,-13.12471611,0.2206806195,-37.63239623,-4357.632396,-39.82533547,0.01020312545,-138.0559572,-138.0559572,
27827956,-40.75985183,0.009162361202,-138.7968095,-138.7968095,-13.25790508,0.2173225267,-122.8702816,-4442.870282,-13.22578214,0.2181277367,-121.3504326,-4441.350433,-37.7286341,0.01298877803,-144.1693678,-144.1693678,
28315738,-42.24583483,0.007721617035,-135.2698276,-135.2698276,-13.35906895,0.2148060715,153.444746,-4526.555254,-13.33052833,0.215513055,154.9753212,-4525.024679,-39.24390981,0.01090949153,-158.9805955,-158.9805955,
28803519,-39.91659722,0.01009648347,-142.9686295,-142.9686295,-13.46742013,0.2121431404,69.85411567,-4610.145884,-13.4356331,0.2129209254,71.41944058,-4608.580559,-40.3569689,0.009597354908,-158.7967881,-158.7967881,
29291300,-42.57654203,0.00743315003,-151.0994517,-151.0994517,-13.55440116,0.2100293276,-13.83656863,-4693.836569,-13.526168,0.2107131308,-12.25200649,-4692.252006,-43.25430192,0.006875193155,-161.3281844,-161.3281844,
29779081,-40.00735978,0.009991530323,-142.516639,-142.516639,-13.66601437,0.2073477283,-97.50680857,-4777.506809,-13.63594366,0.208066814,-95.87398806,-4775.873988,-42.22637366,0.007738937099,-135.8824263,-135.8824263,
30266862,-41.12742495,0.008782714243,-170.47301,-170.47301,-13.78237366,0.2045885465,178.9280369,-4861.071963,-13.75546935,0.2052232365,-179.4151873,-4859.415187,-41.35935207,0.008551304993,-138.5741218,-138.5741218,
30754643,-44.16932419,0.006187764699,-152.1473554,-152.1473554,-13.89393953,0.2019775145,95.49465615,-4944.505344,-13.86573741,0.2026343789,97.14554032,-4942.85446,-39.85951951,0.01016304911,-143.5544544,-143.5544544,
31242424,-44.14999638,0.006201549019,-170.9077544,-170.9077544,-13.91878077,0.2014006934,11.92172975,-5028.07827,-13.89504487,0.2019518131,13.57715489,-5026.422845,-42.72363,0.007308335905,-142.9258782,-142.9258782,
31730205,-45.28764981,0.005440233109,-127.9694666,-127.9694666,-14.01253867,0.1992384097,-71.86726446,-5111.867264,-13.98565675,0.1998559868,-70.21218512,-5110.212185,-41.25329488,0.008656358934,-128.7540082,-128.7540082,
32217986,-41.95227767,0.007987044732,-146.8407004,-146.8407004,-14.09904287,0.1972640096,-155.6054744,-5195.605474,-14.07330472,0.1978494121,-153.9338366,-5193.933837,-40.49811235,0.009442660658,-135.368095,-135.368095,
32705767,-42.66678461,0.007356322658,-150.1211346,-150.1211346,-14.20247752,0.1949288514,120.6769951,-5279.323005,-14.17414663,0.1955656919,122.3218167,-5277.678183,-39.49068171,0.01060390711,-127.001958,-127.001958,
33193548,-42.96726662,0.00710618761,-167.9079442,-167.9079442,-14.31434585,0.1924343988,37.05617079,-5362.943829,-14.28605318,0.19306224,38.68239954,-5361.3176,-37.84650669,0.01281370335,-141.2952905,-141.2952905,
33681329,-46.95993488,0.004487487542,-136.7774129,-136.7774129,-14.40024084,0.1905407884,-46.33601525,-5446.336015,-14.37244706,0.1911514722,-44.73553436,-5444.735534,-39.4658965,0.01063420859,-150.0004642,-150.0004642,
34169110,-43.0301542,0.007054923195,-150.9677984,-150.9677984,-14.50018839,0.1883608234,-130.0076924,-5530.007692,-14.47321855,0.1889465962,-128.4008151,-5528.400815,-38.87871476,0.01137795631,-150.5156419,-150.5156419,
34656891,-45.09378751,0.005563020041,-132.6899741,-132.6899741,-14.58023482,0.1866329236,146.5906883,-5613.409312,-14.55405155,0.1871963698,148.1629682,-5611.837032,-41.69364169,0.008228447742,-167.139177,-167.139177,
35144672,-40.75883314,0.009163435837,-148.0329324,-148.0329324,-14.65973872,0.1849324247,62.78636168,-5697.213638,-14.63324833,0.1854972961,64.38436095,-5695.615639,-41.96691776,0.007973593886,-141.0817214,-141.0817214,
35632453,-43.52109642,0.006667226033,-165.2532328,-165.2532328,-14.75441043,0.1829277019,-20.91453949,-5780.914539,-14.72806842,0.1834833154,-19.33335955,-5779.33336,-42.47840352,0.007517610559,-139.3937518,-139.3937518,
36120234,-43.60709003,0.006601543636,-148.4223052,-148.4223052,-14.83545684,0.1812287763,-104.5193376,-5864.519338,-14.80845573,0.1817930238,-102.9364804,-5862.93648,-39.99665511,0.01000385169,-130.0965258,-130.0965258,
36608015,-43.18697953,0.006928688289,-153.7798217,-153.7798217,-14.92638488,0.1793414828,171.778479,-5948.221521,-14.90031732,0.1798805198,173.3420737,-5946.657926,-39.65978444,0.01039945974,-140.4780972,-140.4780972,
37095796,-42.68138532,0.007343967293,-159.020215,-159.020215,-15.02135963,0.1773911784,88.29842709,-6031.701573,-14.99417264,0.1779472856,89.87514242,-6030.124858,-38.33737912,0.01210963474,-142.0291908,-142.0291908,
37583577,-43.52276437,0.006665945855,-159.6706364,-159.6706364,-15.09955992,0.1758012684,4.621305363,-6115.378695,-15.07642225,0.1762701961,6.179491202,-6113.820509,-39.10105151,0.01109040547,-159.4642548,-159.4642548,
38071358,-41.66305954,0.008257470353,-156.0203496,-156.0203496,-15.20833354,0.1736134322,-79.03020768,-6199.030208,-15.18448428,0.1740907861,-77.45342007,-6197.45342,-40.56007799,0.009375535881,-157.2514806,-157.2514806,
38559139,-42.51582622,0.007485291008,179.8861982,-180.1138018,-15.31918943,0.1714117261,-162.5927497,-6282.59275,-15.29650599,0.1718599578,-161.016465,-6281.016465,-42.36609289,0.007615446222,-158.1457922,-158.1457922,
39046920,-44.44737958,0.00599281707,-162.3361491,-162.3361491,-15.41696795,0.1694929359,114.0986028,-6365.901397,-15.39104731,0.1699994962,115.6821259,-6364.317874,-41.57344538,0.008343105414,-143.0048292,-143.0048292,
39534701,-43.54068259,0.006652208773,-169.6922377,-169.6922377,-15.46638006,0.1685314653,30.68160008,-6449.3184,-15.44364969,0.1689730782,32.27547195,-6447.724528,-41.69982197,0.008222595033,-140.0091984,-140.0091984,
40022482,-45.08746661,0.005567069841,-171.2448662,-171.2448662,-15.54970621,0.1669224267,-53.0357382,-6533.035738,-15.52515734,0.1673948655,-51.43325915,-6531.433259,-39.94708718,0.01006110407,-129.4312492,-129.4312492,
40510263,-44.65024952,0.005854469181,-169.3641144,-169.3641144,-15.66110142,0.1647953408,-136.6501536,-6616.650154,-15.63857454,0.1652232928,-135.0483738,-6615.048374,-37.71946782,0.01300249242,-142.1199948,-142.1199948,
40998044,-44.60954875,0.005881966714,-165.5638418,-165.5638418,-15.78726716,0.1624189289,139.8065558,-6700.193444,-15.76338792,0.1628660652,141.4086146,-6698.591385,-38.6221217,0.01171909069,-149.1216468,-149.1216468,
41485826,-44.07218171,0.006257356725,167.9164364,-192.0835636,-15.92367994,0.159888049,56.34390704,-6783.656093,-15.90054597,0.1603144618,57.96147825,-6782.038522,-38.05616054,0.0125081181,-148.97293,-148.97293,
41973607,-50.10062386,0.003125854847,-135.5261473,-135.5261473,-15.94044058,0.1595798201,-26.90204612,-6866.902046,-15.91696622,0.1600116816,-25.2983968,-6865.298397,-37.81374841,0.01286212066,-159.8212163,-159.8212163,
42461388,-44.01151374,0.006301215218,-153.3397106,-153.3397106,-15.99958217,0.1584969434,-110.7430204,-6950.74302,-15.97819463,0.1588876964,-109.1174461,-6949.117446,-38.32652249,0.01212478023,-162.049346,-162.049346,
42949169,-46.7797167,0.004581568298,-155.5645725,-155.5645725,-16.08640894,0.1569204529,165.7452527,-7034.254747,-16.06387251,0.1573281277,167.3588407,-7032.641159,-39.67593133,0.01038014531,-164.4923194,-164.4923194,
43436950,-43.16294481,0.006947887209,-149.959256,-149.959256,-16.15486515,0.1556885746,82.28112405,-7117.718876,-16.13376703,0.1560672035,83.91854765,-7116.081452,-39.38552439,0.01073306551,-159.24053,-159.24053,
43924731,-44.3671556,0.006048423887,-163.1849776,-163.1849776,-16.24593605,0.1540647194,-1.217080911,-7201.217081,-16.22456,0.154444341,0.4095130029,-7199.590487,-39.6527244,0.01040791604,-162.9975014,-162.9975014,
44412512,-43.56965415,0.006630057463,-153.8315532,-153.8315532,-16.34455097,0.1523254437,-84.74945594,-7284.749456,-16.32352042,0.1526947056,-83.08606771,-7283.086068,-39.0665549,0.01113453937,-160.0785504,-160.0785504,
44900293,-43.52210177,0.006666454382,-159.7811305,-159.7811305,-16.44375892,0.1505955206,-168.2447243,-7368.244724,-16.4236993,0.1509437151,-166.6020088,-7366.602009,-39.28374813,0.0108595691,-169.2555228,-169.2555228,
45388074,-41.16305882,0.008746756952,-158.9127562,-158.9127562,-16.54380446,0.1488708873,108.274777,-7451.725223,-16.52309649,0.1492262328,109.9424803,-7450.05752,-39.81209506,0.01021869054,-165.6284456,-165.6284456,
45875855,-41.24773491,0.008661901771,171.1985868,-188.8014132,-16.62402962,0.1475022072,24.9088429,-7535.091157,-16.60472427,0.1478304118,26.56259555,-7533.437404,-39.66689009,0.01039095575,-173.047968,-173.047968,
46363636,-47.08317362,0.004424266904,166.3282583,-193.6717417,-16.70062623,0.146207176,-58.48359765,-7618.483598,-16.67980272,0.1465581129,-56.82226732,-7616.822267,-41.23815327,0.00867146222,-169.1509369,-169.1509369,
46851417,-47.83493984,0.004057448422,-166.7629601,-166.7629601,-16.77340916,0.1449871597,-141.8704732,-7701.870473,-16.75376673,0.1453154073,-140.2092062,-7700.209206,-40.85989428,0.009057436251,-169.8459116,-169.8459116,
47339198,-45.96934358,0.005029592747,-143.0034229,-143.0034229,-16.86785106,0.14341925,134.7149048,-7785.285095,-16.84647385,0.1437726599,136.388663,-7783.611337,-41.82268961,0.008107099801,-162.6168147,-162.6168147,
47826979,-42.89290203,0.007167288702,-153.3501593,-153.3501593,-16.96684627,0.1417939452,51.2751176,-7868.724882,-16.94758718,0.1421086916,52.96407713,-7867.035923,-40.52170714,0.00941704494,-164.579212,-164.579212,
48314760,-42.96263034,0.007109981698,-156.0992059,-156.0992059,-17.10376273,0.1395763585,-32.18384965,-7952.18385,-17.08297263,0.1399108414,-30.49022134,-7950.490221,-41.23193841,0.008677668981,-168.9049747,-168.9049747,
48802541,-40.46635657,0.009477246389,-157.989584,-157.989584,-17.19139204,0.1381752943,-115.5260933,-8035.526093,-17.1735406,0.1384595673,-113.8238422,-8033.823842,-42.28646157,0.007685584848,-164.4752516,-164.4752516,
49290322,-39.9559675,0.01005082301,-178.112602,-178.112602,-17.30860465,0.1363231986,160.8198804,-8119.18012,-17.28739538,0.1366564804,162.5349321,-8117.465068,-42.84692853,0.007205324979,-159.2230052,-159.2230052,
49778103,-41.78899652,0.008138608803,160.1978026,-199.8021974,-17.41866619,0.1346067042,77.59050185,-8202.409498,-17.40123036,0.1348771815,79.29526157,-8200.704738,-42.28224321,0.007689318314,-148.1436777,-148.1436777,
50265884,-44.50428573,0.005953683088,174.6948184,-185.3051816,-17.45574213,0.1340333565,-5.931968997,-8285.931969,-17.43613726,0.134336224,-4.217525024,-8284.217525,-41.09170738,0.008818904321,-148.0843383,-148.0843383,
50753665,-42.72312292,0.007308762577,172.2082164,-187.7917836,-17.54482522,0.1326657264,-89.58894176,-8369.588942,-17.52701693,0.1329380039,-87.8720603,-8367.87206,-39.75979358,0.01028040729,-147.7592935,-147.7592935,
51241446,-45.55092737,0.005277808543,146.2278881,-213.7721119,-17.6700627,0.13076661,-172.9104102,-8452.91041,-17.65016938,0.1310664483,-171.2046878,-8451.204688,-39.1485935,0.01102986825,-150.9487804,-150.9487804,
51729227,-45.57989866,0.005260234038,-169.6311109,-169.6311109,-17.69205901,0.130435873,104.0145379,-8535.985462,-17.67463882,0.1306977344,105.7459993,-8534.254001,-38.0485576,0.01251907151,-161.3863266,-161.3863266,
52217008,-45.1120922,0.005551308844,163.0038011,-196.9961989,-17.7539141,0.1295102957,20.38728809,-8619.612712,-17.73571935,0.1297818715,22.10438029,-8617.89562,-38.845423,0.01142165006,-173.0154735,-173.0154735,
52704789,-48.30509129,0.00384366417,172.9599073,-187.0400927,-17.84562636,0.1281500211,-63.12462155,-8703.124622,-17.82862201,0.1284011459,-61.40208838,-8701.402088,-40.10442155,0.0098805,-173.5089062,-173.5089062,
53192570,-48.8553572,0.003607714317,169.1592291,-190.8407709,-17.9472231,0.1266598137,-146.5682843,-8786.568284,-17.93050403,0.1269038502,-144.8573516,-8784.857352,-40.72554329,0.009198623332,-178.8550394,-178.8550394,
53680351,-51.417135,0.002686230341,-141.8861881,-141.8861881,-18.06141891,0.1250054807,130.0047078,-8869.995292,-18.04422991,0.1252531061,131.7351171,-8868.264883,-42.54541706,0.007459833719,-172.7583521,-172.7583521,
54168132,-44.94269806,0.005660634278,-153.7046146,-153.7046146,-18.14484669,0.1238105536,46.88811983,-8953.11188,-18.12985703,0.1240244039,48.61906074,-8951.380939,-42.51648371,0.007484724415,-176.9094552,-176.9094552,
54655913,-45.84274577,0.005103436452,-154.5460338,-154.5460338,-18.20701642,0.1229275367,-36.70858463,-9036.708585,-18.18984934,0.1231707349,-34.94730287,-9034.947303,-45.12359475,0.005543962226,-158.7041354,-158.7041354,
55143695,-43.42968446,0.006737763721,-162.9071212,-162.9071212,-18.31122857,0.1214614808,-120.2367801,-9120.23678,-18.29562919,0.1216798149,-118.499375,-9118.499375,-42.85731351,0.007196715333,-149.6008083,-149.6008083,
55631476,-44.55708381,0.005917602775,176.0543067,-183.9456933,-18.45707358,0.1194390446,156.3932338,-9203.606766,-18.43915199,0.1196857376,158.1491854,-9201.850815,-42.26506887,0.0077045372,-151.9086694,-151.9086694,
56119257,-48.82480677,0.003620425886,-160.7473772,-160.7473772,-18.52620971,0.1184921322,73.82913411,-9286.170866,-18.51048749,0.1187068076,75.56616696,-9284.433833,-43.92216563,0.006366367701,-146.6961606,-146.6961606,
56607038,-47.77592448,0.004085110194,-163.5923792,-163.5923792,-18.5273658,0.118476362,-9.817503741,-9369.817504,-18.50774202,0.1187443348,-8.067869617,-9368.06787,-42.54716895,0.007458329265,-127.9711227,-127.9711227,
57094819,-48.57860188,0.003724516529,-139.9552577,-139.9552577,-18.61155812,0.1173335185,-93.47967883,-9453.479679,-18.59341357,0.1175788807,-91.73148869,-9451.731489,-38.58992575,0.0117626104,-127.1260111,-127.1260111,
57582600,-43.95693366,0.006340935229,-122.6646123,-122.6646123,-18.70715232,0.1160492623,-176.9508505,-9536.950851,-18.6867847,0.1163217065,-175.212954,-9535.212954,-36.87126565,0.01433628802,-141.7963872,-141.7963872,
58070381,-40.13627382,0.00984433329,-142.5507959,-142.5507959,-18.77318316,0.1151703912,99.6597807,-9620.340219,-18.75591135,0.1153996343,101.42573,-9618.57427,-36.35054538,0.01522203551,-157.6264752,-157.6264752,
58558162,-40.63489427,0.009295126114,-164.7058276,-164.7058276,-18.84731714,0.1141915961,16.25007468,-9703.749925,-18.82673484,0.1144625082,18.01371189,-9701.986288,-38.09052356,0.01245873138,-170.2669941,-170.2669941,
59045943,-41.97406851,0.007967032234,-168.3494561,-168.3494561,-18.92543141,0.1131692479,-67.07529551,-9787.075296,-18.90662543,0.1134145381,-65.29603357,-9785.296034,-39.46484482,0.01063549625,-165.2068916,-165.2068916,
